,name,latitude_deg,longitude_deg,iso_country,iata_code
53543,Ten. Cel. Aviador César Bombonato Airport,-18.883579,-48.225936,BR,UDI
53544,Mário de Almeida Franco Airport,-19.7647228,-47.9661102,BR,UBA
53546,Major Brigadeiro Trompowsky Airport,-21.591375,-45.474116,BR,VAG
53547,Brigadeiro Camarão Airport,-12.6944,-60.098301,BR,BVH
53548,Eurico de Aguiar Salles Airport,-20.258,-40.285,BR,VIX
53550,Campo Fontenelle,-21.984692,-47.341207,BR,QPS
53551,Presidente Itamar Franco Airport,-21.513086,-43.173069,BR,IZA
53675,Chacalluta Airport,-18.348499,-70.338699,CL,ARI
53677,Desierto de Atacama Airport,-27.2612,-70.7791977,CL,CPO
53682,Balmaceda Airport,-45.9160995,-71.6894989,CL,BBA
53686,Barriles Airport,-22.1410999,-70.0628967,CL,TOQ
53699,Chile Chico Airport,-46.5831,-71.686323,CL,CCH
53701,El Loa Airport,-22.4981995,-68.9036026,CL,CJC
53703,Gral. Bernardo O´Higgins Airport,-36.5825005,-72.0314026,CL,YAI
53704,President Carlos Ibañez del Campo International Airport,-53.002602,-70.854599,CL,PUQ
53716,Teniente Vidal Airport,-45.5942,-72.106102,CL,GXQ
53717,Diego Aracena Airport,-20.5352001,-70.1812973,CL,IQQ
53737,Comodoro Arturo Merino Benítez International Airport,-33.3930016,-70.7857971,CL,SCL
53741,Ricardo García Posada Airport,-26.3111,-69.7651978,CL,ESR
53746,Andrés Sabella Gálvez International Airport,-23.444501,-70.445099,CL,ANF
53753,Captain Fuentes Martinez Airport,-53.2537,-70.319199,CL,WPR
53777,Guardiamarina Zañartu Airport,-54.931099,-67.626297,CL,WPU
53790,Cochrane Airport,-47.243591,-72.58815,CL,LGR
53798,Carriel Sur Airport,-36.772701,-73.063103,CL,CCP
53806,Mataveri Airport,-27.1648006,-109.4219971,CL,IPC
53813,Cañal Bajo Carlos - Hott Siebert Airport,-40.611198,-73.060997,CL,ZOS
53839,Vallenar Airport,-28.5963993,-70.7559967,CL,VLR
53881,Lieutenant Julio Gallardo Airport,-51.67067,-72.529078,CL,PNT
53929,La Araucanía Airport,-38.9259,-72.6515,CL,ZCO
53936,Chañaral Airport,-26.3325005,-70.6072998,CL,CNR
53961,La Florida Airport,-29.916201,-71.199501,CL,LSC
53981,Maquehue Airport,-38.7667999,-72.6371002,CL,PZS
53982,El Tepual Airport,-41.4389,-73.0940018,CL,PMC
53986,Panguilemo Airport,-35.3778,-71.6016998,CL,TLX
53989,Victoria Airport,-38.2456017,-72.3486023,CL,ZIC
53994,Las Breas Airport,-25.5643005,-70.3759003,CL,TTC
54008,Pichoy Airport,-39.6500015,-73.0860977,CL,ZAL
54017,Viña del mar Airport,-32.9496,-71.4786,CL,KNA
55228,Chachoán Regional Airport,-1.21207,-78.5746,EC,ATF
55255,Francisco De Orellana Airport,-0.462886,-76.9868011,EC,OCC
55258,Mariscal Lamar Airport,-2.88947,-78.984398,EC,CUE
55294,José Joaquín de Olmedo International Airport,-2.15742,-79.883598,EC,GYE
55352,Cotopaxi International Airport,-0.906833,-78.615799,EC,LTX
55353,Jose Maria Velasco Ibarra Airport,-4.3782301,-79.9410019,EC,MRR
55354,Coronel E Carvajal Airport,-2.29917,-78.1207962,EC,XMS
55357,Eloy Alfaro International Airport,-0.946078,-80.6788025,EC,MEC
55368,Reales Tamarindos Airport,-1.0416501,-80.4721985,EC,PVO
55372,Mariscal Sucre International Airport,-0.125399,-78.354306,EC,UIO
55376,Santa Rosa - Artillery Colonel Victor Larrea International Airport,-3.441986,-79.996957,EC,ETR
55378,General Ulpiano Paez Airport,-2.210057,-80.985067,EC,SNC
55390,Carlos Concha Torres International Airport,0.978519,-79.626602,EC,ESM
55391,Tarapoa Airport,-0.122956,-76.3377991,EC,TPC
55392,Lieutenant Colonel Luis A. Mantilla International Airport,0.809506,-77.708099,EC,TUA
55439,Port Stanley Airport,-51.6856995,-57.7775993,FK,PSY
55448,Aeropuerto Internacional Silvio Pettirossi,-25.241736,-57.514104,PY,ASU
55449,Aeropuerto Nacional de Juan De Ayolas,-27.378379,-56.856791,PY,AYO
55451,Aeropuerto Nacional Tte. Cnel. Carmelo Peralta,-23.440334,-57.429206,PY,CIO
55454,Aeropuerto Internacional Guaraní,-25.457186,-54.839544,PY,AGT
55458,Aeropuerto Internacional Dr. Luis Maria Argaña,-22.032463,-60.620284,PY,ESG
55462,Aeropuerto Nacional Carlos Miguel Gimenez,-26.882086,-58.318809,PY,PIL
55463,Aeropuerto Internacional Dr. Augusto Roberto Fuster,-22.640946,-55.832005,PY,PJC
57202,Bauru/Arealva–Moussa Nakhal Tobias State Airport,-22.160755,-49.070325,BR,JTC
57983,Gomez Nino Apiay Air Base,4.07607,-73.5627,CO,API
57984,El Eden Airport,4.45278,-75.7664,CO,AXM
57985,Tres De Mayo Airport,0.505228,-76.5008,CO,PUU
57987,Las Flores Airport,9.04554,-73.9749,CO,ELB
57989,Palonegro Airport,7.1265,-73.1848,CO,BGA
57991,El Dorado International Airport,4.70159,-74.1469,CO,BOG
57992,Ernesto Cortissoz International Airport,10.8896,-74.7808,CO,BAQ
57994,José Celestino Mutis Airport,6.20292,-77.3947,CO,BSC
57995,Gerardo Tobar López Airport,3.81963,-76.9898,CO,BUN
57998,Camilo Daza International Airport,7.92757,-72.5115,CO,CUC
58000,Rafael Nuñez International Airport,10.4424,-75.513,CO,CTG
58003,Alfonso Bonilla Aragon International Airport,3.54322,-76.3816,CO,CLO
58006,La Florida Airport,1.81442,-78.7492,CO,TCO
58009,Juan H White Airport,7.96847,-75.1985,CO,CAQ
58010,Coveñas Airport,9.40092,-75.6913,CO,CVE
58011,Las Brujas Airport,9.33274,-75.2856,CO,CZU
58012,El Bagre Airport,7.59647,-74.8089,CO,EBG
58013,Yariguíes Airport,7.02433,-73.8068,CO,EJA
58014,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,CO,FLA
58019,Santiago Vila Airport,4.27624,-74.7967,CO,GIR
58020,Santa Ana Airport,4.75818,-75.9557,CO,CRC
58021,Juan Casiano Airport,2.57013,-77.897969,CO,GPI
58026,Perales Airport,4.42161,-75.1333,CO,IBE
58029,San Luis Airport,0.861307,-77.667562,CO,IPI
58033,Antonio Roldán Betancur Airport,7.81196,-76.7164,CO,APO
58035,Jorge Isaac Airport,11.2325,-72.4901,CO,MCJ
58037,Alfredo Vásquez Cobo International Airport,-4.19355,-69.9432,CO,LET
58039,Enrique Olaya Herrera Airport,6.220549,-75.590582,CO,EOH
58042,Baracoa Airport,9.28474,-74.8461,CO,MGN
58047,Los Garzones Airport,8.82374,-75.8258,CO,MTR
58048,Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,CO,MVP
58049,La Nubia Airport,5.0296,-75.4647,CO,MZL
58053,Benito Salas Airport,2.95015,-75.294,CO,NVA
58054,Aguas Claras Airport,8.31506,-73.3583,CO,OCV
58061,German Olano Airport,6.18472,-67.4932,CO,PCR
58062,Obando Cesar Gaviria Trujillo Airport,3.85353,-67.9062,CO,PDA
58063,Matecaña International Airport,4.81267,-75.7395,CO,PEI
58065,Pitalito Airport,1.85777,-76.0857,CO,PTX
58068,Guillermo León Valencia Airport,2.4544,-76.6093,CO,PPN
58069,German Olano Air Base,5.48361,-74.6574,CO,PAL
58071,Antonio Nariño Airport,1.39625,-77.2915,CO,PSO
58072,El Embrujo Airport,13.357461,-81.357977,CO,PVA
58073,Paz De Ariporo Airport,5.87615,-71.8866,CO,PZA
58074,Mariquita Airport,5.21256,-74.8836,CO,MQU
58075,Jose Maria Córdova International Airport,6.16454,-75.4231,CO,MDE
58076,Almirante Padilla Airport,11.5262,-72.926,CO,RCH
58081,Jorge E. Gonzalez Torres Airport,2.57969,-72.6394,CO,SJE
58083,Simón Bolívar International Airport,11.1196,-74.2306,CO,SMR
58085,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,CO,ADZ
58087,Eduardo Falla Solano Airport,2.15217,-74.7663,CO,SVI
58093,Gustavo Vargas Airport,6.45108,-71.7603,CO,TME
58094,Tres Esquinas Air Base,0.7459,-75.234,CO,TQS
58098,Santiago Perez Airport,7.06888,-70.7369,CO,AUC
58099,El Caraño Airport,5.69076,-76.6412,CO,UIB
58100,Heriberto Gíl Martínez Airport,4.08836,-76.2351,CO,ULQ
58105,Alfonso López Pumarejo Airport,10.435,-73.2495,CO,VUP
58106,Vanguardia Airport,4.16787,-73.6138,CO,VVC
58108,El Yopal Airport,5.31911,-72.384,CO,EYP
58114,Alcantarí Airport,-19.246835,-65.149611,BO,SRE
58123,Bermejo Airport,-22.7733002,-64.3128967,BO,BJO
58130,Jorge Wilsterman International Airport,-17.4211006,-66.1771011,BO,CBB
58140,Capitán Aníbal Arab Airport,-11.0403996,-68.7829971,BO,CIJ
58163,El Trompillo Airport,-17.8115997,-63.1715012,BO,SRZ
58170,Guayaramerín Airport,-10.88856,-65.380955,BO,GYA
58199,El Alto International Airport,-16.5132999,-68.1922989,BO,LPB
58214,Juan Mendoza Airport,-17.9626007,-67.0762024,BO,ORU
58222,Capitan Nicolas Rojas Airport,-19.543331,-65.723734,BO,POI
58224,Capitán Av. Salvador Ogaya G. airport,-18.975301,-57.820599,BO,PSZ
58232,Capitán Av. Selin Zeitun Lopez Airport,-11.009355,-66.075468,BO,RIB
58240,Santa Ana Del Yacuma Airport,-13.7622004,-65.4352036,BO,SBL
58263,Capitan Oriel Lea Plaza Airport,-21.5557,-64.701302,BO,TJA
58266,Teniente Av. Jorge Henrich Arauz Airport,-14.8186998,-64.9179993,BO,TDD
58283,Teniente Coronel Rafael Pabón Airport,-21.2551994,-63.4056015,BO,VLM
58285,Viru Viru International Airport,-17.6448,-63.135399,BO,VVI
58290,Yacuiba Airport,-21.9608994,-63.6516991,BO,BYC
58318,Johan Adolf Pengel International Airport,5.45283,-55.187801,SR,PBM
58482,Dr. Luciano de Arruda Coelho Regional Airport,-3.614488,-40.231426,BR,JSO
58597,Planalto Serrano Regional Airport,-27.634128,-50.358253,BR,EEA
59215,Cayenne – Félix Eboué Airport,4.819964,-52.361326,GF,CAY
59219,Saint-Georges-de-l'Oyapock Airport,3.8976,-51.8041,GF,OYP
59238,Teniente General Gerardo Pérez Pinedo Airport,-10.7291,-73.766502,PE,AYX
59244,Iberia Airport,-11.4116001,-69.4887009,PE,IBP
59251,Cap FAP David Abenzur Rengifo International Airport,-8.3779402,-74.5743027,PE,PCL
59262,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,-9.14961,-78.523804,PE,CHM
59276,Air Force Captain Jose A Quinones Gonzales International Airport,-6.78748,-79.828102,PE,CIX
59278,Air Force Colonel Alfredo Mendivil Duarte Airport,-13.1548,-74.204399,PE,AYP
59282,Comandante FAP German Arias Graziani Airport,-9.3474398,-77.5983963,PE,ATA
59285,Jorge Chávez International Airport,-12.0219,-77.114305,PE,LIM
59293,Juan Simons Vela Airport,-6.0678601,-77.1600037,PE,RIJ
59295,Shumba Airport,-5.59248,-78.774002,PE,JAE
59296,Juanjui Airport,-7.1690998,-76.7285995,PE,JJI
59297,Francisco Carle Airport,-11.7831001,-75.4733963,PE,JAU
59298,Inca Manco Capac International Airport,-15.4671001,-70.1582031,PE,JUL
59300,Mayor General FAP Armando Revoredo Iglesias Airport,-7.1391802,-78.4894028,PE,CJA
59306,General Jorge Fernandez Maldon Airport,-17.695,-71.344002,PE,ILQ
59311,Captain Pedro Canga Rodríguez International Airport,-3.552074,-80.381086,PE,TBP
59314,Moises Benzaquen Rengifo Airport,-5.8937702,-76.1182022,PE,YMS
59315,Alferez Fap David Figueroa Fernandini Airport,-9.8788099,-76.2048035,PE,HUU
59339,Chachapoyas Airport,-6.201911,-77.856195,PE,CHH
59345,Coronel FAP Francisco Secada Vignetta International Airport,-3.78474,-73.3088,PE,IQT
59346,Rodríguez Ballón International Airport,-16.3411007,-71.5830994,PE,AQP
59352,Capitan FAP Carlos Martinez De Pinillos International Airport,-8.0814104,-79.1088028,PE,TRU
59360,Captain Renán Elías Olivera International Airport,-13.7449,-76.220299,PE,PIO
59362,Cadete FAP Guillermo Del Castillo Paredes Airport,-6.5087399,-76.3731995,PE,TPP
59367,Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.0533009,-70.2758026,PE,TCQ
59371,Padre Aldamiz International Airport,-12.6135998,-69.2285995,PE,PEM
59374,Capitán FAP Guillermo Concha Iberico International Airport,-5.20575,-80.6164017,PE,PIU
59381,Captain Victor Montes Arias International Airport,-4.57664,-81.254097,PE,TYL
59384,Maria Reiche Neuman Airport,-14.854,-74.961502,PE,NZC
59386,Alejandro Velasco Astete International Airport,-13.5356998,-71.938797,PE,CUZ
59388,Shangrao Sanqingshan Airport,28.3797,117.9643,CN,SQD
59389,Sanming Shaxian Airport,26.4263,117.8336,CN,SQJ
60115,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.184476,-50.143822,BR,PGZ
60131,Santa Bernardina International Airport,-33.3588982,-56.4991989,UY,DZO
60138,Capitan Corbeta CA Curbelo International Airport,-34.8550987,-55.0942993,UY,PDP
60142,Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,UY,MVD
60152,Nueva Hesperides International Airport,-31.4384995,-57.9852982,UY,STY
60171,Oswaldo Guevara Mujica Airport,9.553375,-69.237869,VE,AGV
60179,Anaco Airport,9.430225,-64.470726,VE,AAO
60193,General José Antonio Anzoategui International Airport,10.111111,-64.692222,VE,BLA
60199,Barinas Airport,8.615,-70.2141667,VE,BNS
60203,Barquisimeto International Airport,10.0427465,-69.3586197,VE,BRM
60207,Escuela Mariscal Sucre Airport,10.2499781,-67.6494217,VE,MYC
60214,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",8.1221609,-63.5369568,VE,CBL
60215,Caicara del Orinoco Airport,7.6255102,-66.1628036,VE,CXA
60222,Calabozo Airport,8.9246559,-67.4170914,VE,CLZ
60224,Canaima Airport,6.2319889,-62.8544312,VE,CAJ
60226,General Francisco Bermúdez Airport,10.6600142,-63.2616806,VE,CUP
60228,José Leonardo Chirinos Airport,11.4149437,-69.6809006,VE,CZE
60231,Cumaná (Antonio José de Sucre) Airport,10.4503326,-64.1304703,VE,CUM
60251,El Dorado Airport,6.71573,-61.638786,VE,EOR
60267,Elorza Airport,7.083333,-69.5333328,VE,EOZ
60281,Guasdalito Airport,7.2333331,-70.8000031,VE,GDO
60285,Guiria Airport,10.5740776,-62.3126678,VE,GUI
60290,Guanare Airport,9.0269442,-69.7551498,VE,GUQ
60313,Josefa Camejo International Airport,11.7807751,-70.1514969,VE,LSP
60333,La Fria Airport,8.2391672,-72.2710266,VE,LFR
60353,La Chinita International Airport,10.5582085,-71.7278595,VE,MAR
60354,Alberto Carnevalli Airport,8.582078,-71.161041,VE,MRD
60357,Del Caribe Santiago Mariño International Airport,10.9126034,-63.9665985,VE,PMV
60359,Simón Bolívar International Airport,10.601194,-66.991222,VE,CCS
60369,Maturín Airport,9.749023,-63.153348,VE,MUN
60408,Cacique Aramare Airport,5.6199899,-67.606102,VE,PYH
60410,General Bartolome Salom International Airport,10.4805002,-68.072998,VE,PBL
60420,Paramillo Airport,7.8013201,-72.2029037,VE,SCI
60424,General Manuel Carlos Piar International Airport,8.2885303,-62.7603989,VE,PZO
60426,Palmarito Airport,7.5666699,-70.1832962,VE,PTM
60475,San Antonio Del Tachira Airport,7.8408298,-72.4396973,VE,SVZ
60479,Santa Elena de Uairen Airport,4.5549998,-61.1500015,VE,SNV
60489,Mayor Buenaventura Vivas International Airport,7.56538,-72.035103,VE,STD
60490,Sub Teniente Nestor Arias Airport,10.2787,-68.755203,VE,SNF
60492,San Fernando De Apure Airport,7.8833199,-67.4440002,VE,SFD
60494,San Tomé Airport,8.9451466,-64.1510849,VE,SOM
60499,Santa Bárbara del Zulia Airport,8.9745502,-71.9432526,VE,STB
60501,Tucupita Airport,9.088994,-62.0941734,VE,TUV
60509,Tumeremo Airport,7.24938,-61.52893,VE,TMO
60524,Arturo Michelena International Airport,10.1497326,-67.9283981,VE,VLN
60527,Juan Pablo Pérez Alfonso Airport,8.624139,-71.672668,VE,VIG
60530,Dr. Antonio Nicolás Briceño Airport,9.3404779,-70.5840607,VE,VLV
60532,Valle de La Pascua Airport,9.2220278,-65.9935837,VE,VDP
60711,Araguaína Airport,-7.22787,-48.240501,BR,AUX
60957,Maestro Marinho Franco Airport,-16.584292,-54.724803,BR,ROO
61224,Cheddi Jagan International Airport,6.49855,-58.254101,GY,GEO
61229,Eugene F. Correira International Airport,6.80628,-58.1059,GY,OGL
61242,Lethem Airport,3.37276,-59.789398,GY,LTM
61388,Qingdao Jiaodong International Airport,36.361953,120.088171,CN,TAO
61389,V C Bird International Airport,17.1367,-61.792702,AG,ANU
61390,Codrington Airport,17.635799,-61.828602,AG,BBQ
61395,Grantley Adams International Airport,13.0746,-59.4925,BB,BGI
61423,Canefield Airport,15.336693,-61.392108,DM,DCF
61424,Douglas-Charles Airport,15.547,-61.299999,DM,DOM
61536,Martinique Aimé Césaire International Airport,14.591,-61.003201,MQ,FDF
61537,Grand Case-Espérance Airport,18.099899,-63.047199,MF,SFG
61538,Saint Barthélemy - Rémy de Haenen Airport,17.9044,-62.843601,BL,SBH
61539,Les Bases Airport,15.8687,-61.2700005,GP,GBJ
61540,Pointe-à-Pitre Le Raizet International  Airport,16.265301,-61.531799,GP,PTP
61544,Maurice Bishop International Airport,12.0042,-61.786201,GD,GND
61593,Cyril E. King Airport,18.337091,-64.977251,VI,STT
61594,Henry E Rohlsen Airport,17.7019005,-64.7985992,VI,STX
61607,Antonio Nery Juarbe Pol Airport,18.45085,-66.675768,PR,ARE
61608,Rafael Hernández International Airport,18.4949,-67.129402,PR,BQN
61613,Fernando Luis Ribas Dominicci Airport,18.4568005,-66.0980988,PR,SIG
61614,Eugenio Maria De Hostos Airport,18.2556992,-67.1484985,PR,MAZ
61615,Mercedita Airport,18.0083008,-66.5630035,PR,PSE
61617,Luis Munoz Marin International Airport,18.4393997,-66.0018005,PR,SJU
61621,Robert L. Bradshaw International Airport,17.3111992,-62.7187004,KN,SKB
61622,Vance W. Amory International Airport,17.2056999,-62.589901,KN,NEV
61626,George F. L. Charles Airport,14.0202,-60.992901,LC,SLU
61627,Hewanorra International Airport,13.7332,-60.952599,LC,UVF
61778,Queen Beatrix International Airport,12.5014,-70.015198,AW,AUA
61779,Flamingo International Airport,12.131,-68.268501,BQ,BON
61780,Hato International Airport,12.1889,-68.959801,CW,CUR
61781,F. D. Roosevelt Airport,17.4965,-62.9794006,BQ,EUX
61782,Princess Juliana International Airport,18.041,-63.108898,SX,SXM
61784,Jumandy Airport,-1.060185,-77.580525,EC,TNW
61789,Clayton J Lloyd International Airport,18.204773,-63.05383,AI,AXA
62013,John A. Osborne Airport,16.791401,-62.193298,MS,MNI
62147,Tobago-Crown Point Airport,11.1497002,-60.8321991,TT,TAB
62148,Piarco International Airport,10.5954,-61.3372,TT,POS
62153,Terrance B. Lettsome International Airport,18.445492,-64.541707,VG,EIS
62159,Argyle International Airport,13.156695,-61.149945,VC,SVD
62160,J F Mitchell Airport,12.9884,-61.262001,VC,BQU
62161,Canouan Airport,12.699,-61.3424,VC,CIW
62162,Mustique Airport,12.8879,-61.180199,VC,MQS
62163,Union Island International Airport,12.600135,-61.411945,VC,UNI
62333,L.F. Wade International International Airport,32.3639984,-64.6787033,BM,BDA
62710,Almaty International Airport,43.354267,77.042828,KZ,ALA
62711,Balkhash Airport,46.8932991,75.0049973,KZ,BXH
62713,Taldykorgan Airport,45.12255,78.442758,KZ,TDK
62715,Nursultan Nazarbayev International Airport,51.022202,71.466904,KZ,NQZ
62716,Kokshetau Airport,53.329102,69.594597,KZ,KOV
62717,Petropavl Airport,54.774702,69.183273,KZ,PPK
62719,Taraz Airport,42.8535995,71.3035965,KZ,DMB
62723,Issyk-Kul International Airport,42.585584,76.701181,KG,IKU
62724,Manas International Airport,43.0612984,74.4776001,KG,FRU
62725,Osh Airport,40.6090012,72.7932968,KG,OSS
62729,Shymkent Airport,42.3642006,69.4788971,KZ,CIT
62730,Hazrat Sultan International Airport,43.313126,68.549881,KZ,HSA
62731,Zhezkazgan National Airport,47.708953,67.738094,KZ,DZN
62732,Sary-Arka Airport,49.670799,73.334396,KZ,KGF
62735,Uralsk Airport,51.1507988,51.5430984,KZ,URA
62737,Ekibastuz Airport,51.5909996,75.2149963,KZ,EKB
62738,Ust-Kamenogorsk Airport,50.036571,82.493477,KZ,UKK
62739,Pavlodar Airport,52.1949997,77.0738983,KZ,PWQ
62740,Semey Airport,50.351295,80.234398,KZ,PLX
62743,Aktau Airport,43.860093,51.09086,KZ,SCO
62744,Atyrau International Airport,47.122559,51.819321,KZ,GUW
62746,Aktobe Airport,50.2458,57.206699,KZ,AKX
62750,Kostanay West Airport,53.2069016,63.5503006,KZ,KSN
62757,Heydar Aliyev International Airport,40.4674988,50.0466995,AZ,GYD
62758,Ganja International Airport,40.737701,46.3176,AZ,KVD
62760,Nakhchivan Airport,39.1888008,45.4584007,AZ,NAJ
62761,Gabala International Airport,40.808617,47.725389,AZ,GBB
62762,Zaqatala International Airport,41.557823,46.669464,AZ,ZTU
62768,Shirak International Airport,40.750401,43.859299,AM,LWN
62770,Zvartnots International Airport,40.1473007,44.3959007,AM,EVN
62788,Yakutsk Airport,62.0932999,129.7709961,RU,YKS
62798,Chulman Airport,56.9138985,124.9140015,RU,NER
62800,Moma Airport,66.450861,143.261551,RU,MQJ
62804,Magan Airport,62.103484,129.545288,RU,GYG
62806,Olyokminsk Airport,60.397499,120.471001,RU,OLZ
62809,Ust-Nera Airport,64.5500031,143.1150055,RU,USR
62818,Vilyuisk Airport,63.756668,121.693336,RU,VYI
62828,Lensk Airport,60.7206001,114.8259964,RU,ULK
62830,Polyarny Airport,66.400398,112.029999,RU,PYJ
62831,Mirny Airport,62.5346985,114.0390015,RU,MJZ
62832,Saskylakh Airport,71.927902,114.080002,RU,SYS
62836,Belaya Gora Airport,68.556227,146.22784,RU,BGN
62838,Srednekolymsk Airport,67.4805,153.7364,RU,SEK
62840,Chokurdakh Airport,70.6231,147.901993,RU,CKH
62842,Cherskiy Airport,68.7406006,161.3379974,RU,CYX
62843,Tiksi Airport,71.6977005,128.9029999,RU,IKS
62844,Zyryanka Airport,65.7485,150.8889,RU,ZKP
62880,David the Builder Kutaisi International Airport,42.176768,42.482393,GE,KUT
62884,Batumi International Airport,41.6102982,41.5997009,GE,BUS
62885,Sukhumi Babushara /  Vladislav Ardzinba International Airport,42.8582,41.128101,GE,SUI
62886,Tbilisi International Airport,41.6692009,44.9547005,GE,TBS
62893,Ignatyevo Airport,50.4253998,127.4120026,RU,BQS
62905,Khabarovsk Novy Airport,48.528338,135.188588,RU,KHV
62914,Komsomolsk-on-Amur Airport,50.4090004,136.9340057,RU,KXK
62915,Sovetskaya Gavan (Maygatka) Airport,48.925067,140.035348,RU,GVN
62917,Ugolny Yuri Ryktheu Airport,64.734902,177.740997,RU,DYR
62918,Provideniya Bay Airport,64.3780975,-173.2429962,RU,PVS
62924,Keperveem Airport,67.845001,166.139999,RU,KPW
62926,Sokol Airport,59.9109993,150.7200012,RU,GDX
62929,Pevek Airport,69.783302,170.597,RU,PWE
62933,Severo-Evensk Airport,61.921786,159.229059,RU,SWV
62938,Nikolayevsk-na-Amure Airport,53.154999,140.649994,RU,NLI
62941,Okhotsk Airport,59.410065,143.056503,RU,OHO
62951,Yelizovo Airport,53.16764,158.451863,RU,PKC
62962,Yuzhno-Sakhalinsk Airport,46.885461,142.717466,RU,UUS
62970,Vladivostok International Airport,43.396256,132.148155,RU,VVO
62971,Chita-Kadala International Airport,52.026299,113.306,RU,HTA
62980,Bratsk Airport,56.3706017,101.697998,RU,BTK
62984,Irkutsk International Airport,52.268002,104.389,RU,IKT
62994,Ust-Kut Airport,56.856701,105.730003,RU,UKX
62997,Baikal International Airport,51.808614,107.439652,RU,UUD
63002,Boryspil International Airport,50.345001,30.894699,UA,KBP
63005,Mariupol International Airport,47.0760994,37.4496002,UA,MPW
63009,Dnipro International Airport,48.357201,35.100601,UA,DNK
63010,Zaporizhzhia International Airport,47.8670006,35.3157005,UA,OZH
63011,Kryvyi Rih International Airport,48.0433006,33.2099991,UA,KWG
63012,Sevastopol International Airport / Belbek Air Base,44.691822,33.57462,UA,UKS
63013,Simferopol International Airport,45.0522,33.975101,UA,SIP
63023,Kharkiv International Airport,49.924801,36.290001,UA,HRK
63026,Cherkasy International Airport,49.4155998,31.9953003,UA,CKC
63029,Ihor Sikorsky Kyiv International Airport (Zhuliany),50.40194,30.45194,UA,IEV
63035,Khmelnytskyi Airport,49.359699,26.933399,UA,HMJ
63036,Ivano-Frankivsk International Airport,48.884201,24.6861,UA,IFO
63037,Lviv International Airport,49.8125,23.9561,UA,LWO
63038,Chernivtsi International Airport,48.2593002,25.9808006,UA,CWC
63039,Rivne International Airport,50.6071014,26.1415997,UA,RWN
63041,Uzhhorod International Airport,48.6343002,22.2633991,UA,UDJ
63043,Kherson International Airport,46.6758,32.506401,UA,KHE
63045,Mykolaiv International Airport,47.057899,31.9198,UA,NLV
63046,Odessa International Airport,46.4268,30.6765,UA,ODS
63050,Vinnytsia/Gavyryshivka International Airport,49.242531,28.613778,UA,VIN
63051,Talagi Airport,64.6003036,40.7167015,RU,ARH
63053,Vaskovo Airport,64.441704,40.4217,RU,VKV
63056,Naryan Mar Airport,67.639999,53.121899,RU,NNM
63064,Cherepovets Airport,59.2736015,38.0158005,RU,CEE
63070,Amderma Airport,69.763298,61.5564003,RU,AMV
63075,Majeed Bin Abdulaziz Airport,26.48,38.128889,SA,ULH
63078,Kotlas Airport,61.2358017,46.6974983,RU,KSZ
63082,Pulkovo Airport,59.8003006,30.2625008,RU,LED
63088,Murmansk Airport,68.7817001,32.7508011,RU,MMK
63098,Pskov Airport,57.7839012,28.3955994,RU,PKV
63100,Petrozavodsk Airport,61.8852005,34.1547012,RU,PES
63114,Vologda Airport,59.282501,39.944401,RU,VGD
63120,Brest Airport,52.108299,23.8981,BY,BQT
63123,Gomel Airport,52.5270004,31.0167007,BY,GME
63125,Vitebsk Vostochny Airport,55.1264992,30.3495998,BY,VTB
63126,Khrabrovo Airport,54.8899994,20.5925999,RU,KGD
63130,Hrodna Airport,53.6020012,24.0538006,BY,GNA
63133,Minsk National Airport,53.888071,28.039964,BY,MSQ
63137,Mogilev Airport,53.9548988,30.0951004,BY,MVQ
63138,Abakan International Airport,53.740002,91.385002,RU,ABA
63141,Barnaul Airport,53.3638,83.5384979,RU,BAX
63143,Gorno-Altaysk Airport,51.969204,85.836539,RU,RGK
63150,Kemerovo Airport,55.2700996,86.1072006,RU,KEJ
63156,Yeniseysk Airport,58.474201,92.112503,RU,EIE
63158,Podkamennaya Tunguska Airport,61.589699,89.994003,RU,TGP
63165,Krasnoyarsk International Airport,56.173077,92.492437,RU,KJA
63168,Achinsk Airport,56.269185,90.57511,RU,ACS
63169,Kyzyl Airport,51.669399,94.400597,RU,KYZ
63174,Novosibirsk Tolmachevo Airport,55.019756,82.618675,RU,OVB
63176,Omsk Central Airport,54.9669991,73.3105011,RU,OMS
63183,Strezhevoy Airport,60.7094,77.660004,RU,SWT
63185,Bogashevo Airport,56.3802986,85.2082977,RU,TOF
63186,Spichenkovo Airport,53.811401,86.877197,RU,NOZ
63187,Dikson Airport,73.517807,80.379669,RU,DKS
63191,Khatanga Airport,71.9781036,102.4909973,RU,HTG
63194,Igarka Airport,67.437202,86.621902,RU,IAA
63195,Norilsk-Alykel Airport,69.3110962,87.3321991,RU,NSK
63201,Anapa Vityazevo Airport,45.002102,37.347301,RU,AAQ
63202,Yeysk Airport,46.68,38.21,RU,EIK
